cid,year,count,cause
http://www.wikidata.org/entity/Q12078,1981,64,Krebs
http://www.wikidata.org/entity/Q12078,2010,344,Krebs
http://www.wikidata.org/entity/Q12078,2016,318,Krebs
http://www.wikidata.org/entity/Q12078,1988,68,Krebs
http://www.wikidata.org/entity/Q12078,1994,114,Krebs
http://www.wikidata.org/entity/Q12078,1985,53,Krebs
http://www.wikidata.org/entity/Q12078,1971,35,Krebs
http://www.wikidata.org/entity/Q12078,2003,181,Krebs
http://www.wikidata.org/entity/Q12078,2006,261,Krebs
http://www.wikidata.org/entity/Q12078,1998,106,Krebs
http://www.wikidata.org/entity/Q12078,1974,37,Krebs
http://www.wikidata.org/entity/Q12078,1996,101,Krebs
http://www.wikidata.org/entity/Q12078,1987,75,Krebs
http://www.wikidata.org/entity/Q12078,2007,245,Krebs
http://www.wikidata.org/entity/Q12078,2012,251,Krebs
http://www.wikidata.org/entity/Q12078,1967,37,Krebs
http://www.wikidata.org/entity/Q12078,1995,116,Krebs
http://www.wikidata.org/entity/Q12078,1979,57,Krebs
http://www.wikidata.org/entity/Q12078,1968,36,Krebs
http://www.wikidata.org/entity/Q12078,2004,201,Krebs
http://www.wikidata.org/entity/Q12078,1989,86,Krebs
http://www.wikidata.org/entity/Q12078,2015,327,Krebs
http://www.wikidata.org/entity/Q12078,2011,284,Krebs
http://www.wikidata.org/entity/Q12078,1962,33,Krebs
http://www.wikidata.org/entity/Q12078,1980,46,Krebs
http://www.wikidata.org/entity/Q12078,2008,243,Krebs
http://www.wikidata.org/entity/Q12078,1982,64,Krebs
http://www.wikidata.org/entity/Q12078,1969,30,Krebs
http://www.wikidata.org/entity/Q12078,2009,251,Krebs
http://www.wikidata.org/entity/Q12078,1986,83,Krebs
http://www.wikidata.org/entity/Q12078,1990,110,Krebs
http://www.wikidata.org/entity/Q12078,1963,30,Krebs
http://www.wikidata.org/entity/Q12078,2002,136,Krebs
http://www.wikidata.org/entity/Q12078,1972,34,Krebs
http://www.wikidata.org/entity/Q12078,2005,218,Krebs
http://www.wikidata.org/entity/Q12078,2000,133,Krebs
http://www.wikidata.org/entity/Q12078,1964,27,Krebs
http://www.wikidata.org/entity/Q12078,1965,31,Krebs
http://www.wikidata.org/entity/Q12078,2014,308,Krebs
http://www.wikidata.org/entity/Q12078,1997,123,Krebs
http://www.wikidata.org/entity/Q12078,1978,51,Krebs
http://www.wikidata.org/entity/Q12078,1983,65,Krebs
http://www.wikidata.org/entity/Q12078,2001,131,Krebs
http://www.wikidata.org/entity/Q12078,2013,287,Krebs
http://www.wikidata.org/entity/Q12078,1999,105,Krebs
http://www.wikidata.org/entity/Q12078,1970,50,Krebs
http://www.wikidata.org/entity/Q12078,1984,57,Krebs
http://www.wikidata.org/entity/Q12078,1993,104,Krebs
http://www.wikidata.org/entity/Q12078,2018,231,Krebs
http://www.wikidata.org/entity/Q12078,1976,45,Krebs
http://www.wikidata.org/entity/Q12078,2017,298,Krebs
http://www.wikidata.org/entity/Q12078,1973,43,Krebs
http://www.wikidata.org/entity/Q12078,1966,44,Krebs
http://www.wikidata.org/entity/Q12078,1977,53,Krebs
http://www.wikidata.org/entity/Q12078,1975,42,Krebs
http://www.wikidata.org/entity/Q12078,1992,100,Krebs
http://www.wikidata.org/entity/Q12078,1991,75,Krebs
http://www.wikidata.org/entity/Q180614,1981,1,Malignes Melanom
http://www.wikidata.org/entity/Q33525,1997,1,Karzinom
http://www.wikidata.org/entity/Q33525,2010,1,Karzinom
http://www.wikidata.org/entity/Q180614,2010,12,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1996,5,Malignes Melanom
http://www.wikidata.org/entity/Q33525,2017,1,Karzinom
http://www.wikidata.org/entity/Q180614,2003,1,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2005,10,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1997,5,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2007,5,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2008,8,Malignes Melanom
http://www.wikidata.org/entity/Q33525,2004,1,Karzinom
http://www.wikidata.org/entity/Q180614,2014,4,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1998,1,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1990,2,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2018,4,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1985,1,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2006,4,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2004,2,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2011,7,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1976,2,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1977,2,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2012,4,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2002,3,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2001,6,Malignes Melanom
http://www.wikidata.org/entity/Q180614,1964,2,Malignes Melanom
http://www.wikidata.org/entity/Q33525,1993,1,Karzinom
http://www.wikidata.org/entity/Q180614,2013,6,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2009,5,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2000,2,Malignes Melanom
http://www.wikidata.org/entity/Q33525,2014,1,Karzinom
http://www.wikidata.org/entity/Q180614,1994,2,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2015,5,Malignes Melanom
http://www.wikidata.org/entity/Q180614,2016,3,Malignes Melanom
http://www.wikidata.org/entity/Q33525,1978,2,Karzinom
http://www.wikidata.org/entity/Q33525,2016,2,Karzinom
http://www.wikidata.org/entity/Q33525,2018,1,Karzinom
http://www.wikidata.org/entity/Q189588,1997,13,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2008,26,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1984,8,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2004,35,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2002,15,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1981,6,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2007,29,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1998,12,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2010,31,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2015,23,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2009,26,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2000,8,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1986,11,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2018,18,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2013,32,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1977,3,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2005,10,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1976,6,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1990,11,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1979,7,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2011,23,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1982,4,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2014,19,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1966,3,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1995,10,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2017,31,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2001,11,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1973,3,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1992,8,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1963,7,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2006,23,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1989,10,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1987,10,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1985,6,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1993,11,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1975,5,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1961,9,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1969,8,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2003,12,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2012,18,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1991,9,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1999,12,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1971,2,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1996,7,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1988,4,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1978,1,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1970,5,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1964,6,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1962,3,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1994,7,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1974,4,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1983,7,Magenkarzinom
http://www.wikidata.org/entity/Q189588,2016,20,Magenkarzinom
http://www.wikidata.org/entity/Q29496,1974,5,Leukämie
http://www.wikidata.org/entity/Q29496,1973,9,Leukämie
http://www.wikidata.org/entity/Q29496,2000,21,Leukämie
http://www.wikidata.org/entity/Q29496,1966,6,Leukämie
http://www.wikidata.org/entity/Q29496,1981,6,Leukämie
http://www.wikidata.org/entity/Q29496,1976,9,Leukämie
http://www.wikidata.org/entity/Q29496,1990,17,Leukämie
http://www.wikidata.org/entity/Q29496,2012,34,Leukämie
http://www.wikidata.org/entity/Q29496,2010,53,Leukämie
http://www.wikidata.org/entity/Q29496,1978,6,Leukämie
http://www.wikidata.org/entity/Q29496,2011,39,Leukämie
http://www.wikidata.org/entity/Q29496,1983,9,Leukämie
http://www.wikidata.org/entity/Q29496,2006,41,Leukämie
http://www.wikidata.org/entity/Q29496,2014,34,Leukämie
http://www.wikidata.org/entity/Q29496,2017,32,Leukämie
http://www.wikidata.org/entity/Q29496,1965,5,Leukämie
http://www.wikidata.org/entity/Q29496,1994,14,Leukämie
http://www.wikidata.org/entity/Q29496,1991,9,Leukämie
http://www.wikidata.org/entity/Q29496,1970,5,Leukämie
http://www.wikidata.org/entity/Q29496,2008,42,Leukämie
http://www.wikidata.org/entity/Q29496,1967,11,Leukämie
http://www.wikidata.org/entity/Q29496,1997,18,Leukämie
http://www.wikidata.org/entity/Q29496,1984,14,Leukämie
http://www.wikidata.org/entity/Q29496,1999,16,Leukämie
http://www.wikidata.org/entity/Q29496,1975,8,Leukämie
http://www.wikidata.org/entity/Q29496,1963,6,Leukämie
http://www.wikidata.org/entity/Q29496,2013,40,Leukämie
http://www.wikidata.org/entity/Q29496,2005,37,Leukämie
http://www.wikidata.org/entity/Q29496,1962,8,Leukämie
http://www.wikidata.org/entity/Q29496,1980,7,Leukämie
http://www.wikidata.org/entity/Q29496,2009,50,Leukämie
http://www.wikidata.org/entity/Q29496,2016,35,Leukämie
http://www.wikidata.org/entity/Q29496,2004,29,Leukämie
http://www.wikidata.org/entity/Q29496,1998,17,Leukämie
http://www.wikidata.org/entity/Q29496,2015,36,Leukämie
http://www.wikidata.org/entity/Q29496,1961,4,Leukämie
http://www.wikidata.org/entity/Q29496,2003,22,Leukämie
http://www.wikidata.org/entity/Q29496,1996,12,Leukämie
http://www.wikidata.org/entity/Q29496,1969,3,Leukämie
http://www.wikidata.org/entity/Q29496,1968,5,Leukämie
http://www.wikidata.org/entity/Q29496,1986,9,Leukämie
http://www.wikidata.org/entity/Q29496,1979,5,Leukämie
http://www.wikidata.org/entity/Q29496,2007,40,Leukämie
http://www.wikidata.org/entity/Q29496,1993,12,Leukämie
http://www.wikidata.org/entity/Q189588,1972,8,Magenkarzinom
http://www.wikidata.org/entity/Q189588,1980,4,Magenkarzinom
http://www.wikidata.org/entity/Q128581,2001,12,Brustkrebs
http://www.wikidata.org/entity/Q128581,1982,4,Brustkrebs
http://www.wikidata.org/entity/Q128581,2012,14,Brustkrebs
http://www.wikidata.org/entity/Q128581,1981,5,Brustkrebs
http://www.wikidata.org/entity/Q128581,2009,34,Brustkrebs
http://www.wikidata.org/entity/Q128581,1991,9,Brustkrebs
http://www.wikidata.org/entity/Q128581,1989,8,Brustkrebs
http://www.wikidata.org/entity/Q128581,2015,23,Brustkrebs
http://www.wikidata.org/entity/Q128581,2016,16,Brustkrebs
http://www.wikidata.org/entity/Q128581,2008,24,Brustkrebs
http://www.wikidata.org/entity/Q128581,1996,18,Brustkrebs
http://www.wikidata.org/entity/Q128581,1999,9,Brustkrebs
http://www.wikidata.org/entity/Q128581,1997,11,Brustkrebs
http://www.wikidata.org/entity/Q128581,2000,10,Brustkrebs
http://www.wikidata.org/entity/Q128581,2006,26,Brustkrebs
http://www.wikidata.org/entity/Q128581,2005,12,Brustkrebs
http://www.wikidata.org/entity/Q128581,1964,1,Brustkrebs
http://www.wikidata.org/entity/Q128581,1980,3,Brustkrebs
http://www.wikidata.org/entity/Q128581,2010,22,Brustkrebs
http://www.wikidata.org/entity/Q128581,2003,15,Brustkrebs
http://www.wikidata.org/entity/Q128581,1990,7,Brustkrebs
http://www.wikidata.org/entity/Q128581,2002,10,Brustkrebs
http://www.wikidata.org/entity/Q128581,2004,19,Brustkrebs
http://www.wikidata.org/entity/Q128581,1998,11,Brustkrebs
http://www.wikidata.org/entity/Q128581,1979,3,Brustkrebs
http://www.wikidata.org/entity/Q128581,1976,4,Brustkrebs
http://www.wikidata.org/entity/Q128581,1994,9,Brustkrebs
http://www.wikidata.org/entity/Q128581,1974,3,Brustkrebs
http://www.wikidata.org/entity/Q128581,1995,7,Brustkrebs
http://www.wikidata.org/entity/Q128581,1965,5,Brustkrebs
http://www.wikidata.org/entity/Q128581,2011,22,Brustkrebs
http://www.wikidata.org/entity/Q128581,2013,27,Brustkrebs
http://www.wikidata.org/entity/Q128581,1966,4,Brustkrebs
http://www.wikidata.org/entity/Q128581,1978,6,Brustkrebs
http://www.wikidata.org/entity/Q128581,1968,1,Brustkrebs
http://www.wikidata.org/entity/Q128581,2017,27,Brustkrebs
http://www.wikidata.org/entity/Q128581,2014,21,Brustkrebs
http://www.wikidata.org/entity/Q128581,1986,5,Brustkrebs
http://www.wikidata.org/entity/Q128581,1988,3,Brustkrebs
http://www.wikidata.org/entity/Q128581,2007,29,Brustkrebs
http://www.wikidata.org/entity/Q29496,1995,13,Leukämie
http://www.wikidata.org/entity/Q12078,1961,24,Krebs
http://www.wikidata.org/entity/Q128581,1977,5,Brustkrebs
http://www.wikidata.org/entity/Q128581,1985,3,Brustkrebs
http://www.wikidata.org/entity/Q128581,1992,7,Brustkrebs
http://www.wikidata.org/entity/Q128581,1975,2,Brustkrebs
http://www.wikidata.org/entity/Q128581,1973,2,Brustkrebs
http://www.wikidata.org/entity/Q128581,1972,3,Brustkrebs
http://www.wikidata.org/entity/Q128581,2018,18,Brustkrebs
http://www.wikidata.org/entity/Q128581,1971,2,Brustkrebs
http://www.wikidata.org/entity/Q128581,1993,9,Brustkrebs
http://www.wikidata.org/entity/Q29496,2002,17,Leukämie
http://www.wikidata.org/entity/Q29496,1985,13,Leukämie
http://www.wikidata.org/entity/Q29496,1989,11,Leukämie
http://www.wikidata.org/entity/Q29496,1977,9,Leukämie
http://www.wikidata.org/entity/Q29496,1992,11,Leukämie
http://www.wikidata.org/entity/Q29496,2018,32,Leukämie
http://www.wikidata.org/entity/Q29496,1964,3,Leukämie
http://www.wikidata.org/entity/Q29496,1987,5,Leukämie
http://www.wikidata.org/entity/Q29496,2001,18,Leukämie
http://www.wikidata.org/entity/Q29496,1988,8,Leukämie
http://www.wikidata.org/entity/Q29496,1982,8,Leukämie
http://www.wikidata.org/entity/Q128581,1984,2,Brustkrebs
http://www.wikidata.org/entity/Q172341,2011,12,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1969,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1994,4,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1998,4,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2006,10,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1999,3,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1997,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2007,12,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1977,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1992,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1984,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2000,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1989,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1966,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1983,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1993,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2013,4,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1982,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2009,7,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1995,5,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1985,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2005,4,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2015,7,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1981,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1991,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2014,9,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2010,8,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2017,10,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1987,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2018,9,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2004,3,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2012,3,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,1996,3,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2008,3,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2016,5,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2003,2,Ovarialkarzinom
http://www.wikidata.org/entity/Q172341,2001,1,Ovarialkarzinom
http://www.wikidata.org/entity/Q189588,1965,4,Magenkarzinom
http://www.wikidata.org/entity/Q128581,1961,1,Brustkrebs
http://www.wikidata.org/entity/Q128581,1987,6,Brustkrebs
http://www.wikidata.org/entity/Q504775,2012,11,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2009,8,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2003,3,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2002,4,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2015,11,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2011,10,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2017,5,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2006,8,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1990,1,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2008,5,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2018,7,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2007,8,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2016,10,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1987,2,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2005,6,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1997,4,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2014,4,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2010,11,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1988,1,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1991,1,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1992,1,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1998,2,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1994,3,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1993,1,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2013,6,Blasenkrebs
http://www.wikidata.org/entity/Q504775,2004,3,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1995,1,Blasenkrebs
http://www.wikidata.org/entity/Q504775,1982,1,Blasenkrebs
http://www.wikidata.org/entity/Q29496,1972,7,Leukämie
http://www.wikidata.org/entity/Q29496,1971,4,Leukämie
http://www.wikidata.org/entity/Q189588,1968,2,Magenkarzinom
http://www.wikidata.org/entity/Q282142,2018,2,Glioblastom
http://www.wikidata.org/entity/Q209369,2002,1,Hodgkin-Lymphom
http://www.wikidata.org/entity/Q1138590,1999,1,Non-Hodgkin-Lymphom
http://www.wikidata.org/entity/Q1138590,2009,1,Non-Hodgkin-Lymphom
http://www.wikidata.org/entity/Q1138590,2018,1,Non-Hodgkin-Lymphom
http://www.wikidata.org/entity/Q5420524,1986,1,exocrine pancreatic cancer
http://www.wikidata.org/entity/Q282142,2015,1,Glioblastom
http://www.wikidata.org/entity/Q1138590,2001,1,Non-Hodgkin-Lymphom
http://www.wikidata.org/entity/Q209369,1998,1,Hodgkin-Lymphom
http://www.wikidata.org/entity/Q128581,1983,2,Brustkrebs
http://www.wikidata.org/entity/Q128581,1970,1,Brustkrebs
http://www.wikidata.org/entity/Q209369,1971,1,Hodgkin-Lymphom
http://www.wikidata.org/entity/Q282142,2017,1,Glioblastom
http://www.wikidata.org/entity/Q1138590,2012,2,Non-Hodgkin-Lymphom
http://www.wikidata.org/entity/Q1138590,2006,2,Non-Hodgkin-Lymphom
http://www.wikidata.org/entity/Q209369,1964,1,Hodgkin-Lymphom
